total_lag,max_lag,min_lag,mean_lag,std_lag,lag_cv,total_throughput,throughput_cv,throughput_std,mean_commit_gap,max_commit_gap,max_partition_share,active_ratio,num_partitions,label
5000,5000,5000,5000.0,0.0,0.0,13989.927113163962,0.0,0.0,5000.0,5000,0.9999999999999285,1.0,1,high_throughput
3999,3999,3999,3999.0,0.0,0.0,14071.94035692807,0.0,0.0,3999.0,3999,0.999999999999929,1.0,1,high_throughput
4062,4062,4062,4062.0,0.0,0.0,14045.869453073152,0.0,0.0,4062.0,4062,0.9999999999999287,1.0,1,high_throughput
3768,3768,3768,3768.0,0.0,0.0,13974.528212823228,0.0,0.0,3768.0,3768,0.9999999999999284,1.0,1,high_throughput
3482,3482,3482,3482.0,0.0,0.0,13630.21924286355,0.0,0.0,3482.0,3482,0.9999999999999266,1.0,1,high_throughput
13269,13269,13269,13269.0,0.0,0.0,0.0,0.0,0.0,13269.0,13269,0.0,0.0,1,rebalance_loop
13290,13290,13290,13290.0,0.0,0.0,9.502148492430516,0.0,0.0,13290.0,13290,0.9999999998947606,1.0,1,rebalance_loop
13310,13310,13310,13310.0,0.0,0.0,9.980024741243662,0.0,0.0,13310.0,13310,0.9999999998997998,1.0,1,rebalance_loop
13330,13330,13330,13330.0,0.0,0.0,9.980168410868552,0.0,0.0,13330.0,13330,0.9999999998998013,1.0,1,rebalance_loop
13350,13350,13350,13350.0,0.0,0.0,9.980188596188578,0.0,0.0,13350.0,13350,0.9999999998998015,1.0,1,rebalance_loop
13370,13370,13370,13370.0,0.0,0.0,9.984353267186828,0.0,0.0,13370.0,13370,0.9999999998998432,1.0,1,rebalance_loop
13390,13390,13390,13390.0,0.0,0.0,9.980097169215226,0.0,0.0,13390.0,13390,0.9999999998998006,1.0,1,rebalance_loop
13409,13409,13409,13409.0,0.0,0.0,9.480403162141855,0.0,0.0,13409.0,13409,0.9999999998945193,1.0,1,rebalance_loop
13429,13429,13429,13429.0,0.0,0.0,9.976316884227693,0.0,0.0,13429.0,13429,0.9999999998997626,1.0,1,rebalance_loop
13449,13449,13449,13449.0,0.0,0.0,9.979645995695549,0.0,0.0,13449.0,13449,0.999999999899796,1.0,1,rebalance_loop
13469,13469,13469,13469.0,0.0,0.0,9.979408552332838,0.0,0.0,13469.0,13469,0.9999999998997936,1.0,1,rebalance_loop
13489,13489,13489,13489.0,0.0,0.0,9.979226915788233,0.0,0.0,13489.0,13489,0.9999999998997918,1.0,1,rebalance_loop
13509,13509,13509,13509.0,0.0,0.0,9.981817939506096,0.0,0.0,13509.0,13509,0.9999999998998178,1.0,1,rebalance_loop
13529,13529,13529,13529.0,0.0,0.0,9.984456656042187,0.0,0.0,13529.0,13529,0.9999999998998443,1.0,1,rebalance_loop
13549,13549,13549,13549.0,0.0,0.0,9.98001524257127,0.0,0.0,13549.0,13549,0.9999999998997997,1.0,1,rebalance_loop
13569,13569,13569,13569.0,0.0,0.0,9.980509197512431,0.0,0.0,13569.0,13569,0.9999999998998047,1.0,1,rebalance_loop
13589,13589,13589,13589.0,0.0,0.0,9.980274087860973,0.0,0.0,13589.0,13589,0.9999999998998024,1.0,1,rebalance_loop
13609,13609,13609,13609.0,0.0,0.0,9.979580697644428,0.0,0.0,13609.0,13609,0.9999999998997954,1.0,1,rebalance_loop
13629,13629,13629,13629.0,0.0,0.0,9.979799152658922,0.0,0.0,13629.0,13629,0.9999999998997976,1.0,1,rebalance_loop
13649,13649,13649,13649.0,0.0,0.0,9.979402616393537,0.0,0.0,13649.0,13649,0.9999999998997936,1.0,1,rebalance_loop
13669,13669,13669,13669.0,0.0,0.0,9.981401052492677,0.0,0.0,13669.0,13669,0.9999999998998137,1.0,1,rebalance_loop
13689,13689,13689,13689.0,0.0,0.0,9.979898885301822,0.0,0.0,13689.0,13689,0.9999999998997986,1.0,1,rebalance_loop
13709,13709,13709,13709.0,0.0,0.0,9.979761159795471,0.0,0.0,13709.0,13709,0.9999999998997972,1.0,1,rebalance_loop
13729,13729,13729,13729.0,0.0,0.0,9.978729526678736,0.0,0.0,13729.0,13729,0.9999999998997868,1.0,1,rebalance_loop
13749,13749,13749,13749.0,0.0,0.0,9.971125295676877,0.0,0.0,13749.0,13749,0.9999999998997104,1.0,1,rebalance_loop
13769,13769,13769,13769.0,0.0,0.0,9.98037382999663,0.0,0.0,13769.0,13769,0.9999999998998034,1.0,1,rebalance_loop
13789,13789,13789,13789.0,0.0,0.0,9.979718418169861,0.0,0.0,13789.0,13789,0.9999999998997967,1.0,1,rebalance_loop
13809,13809,13809,13809.0,0.0,0.0,9.980094794510965,0.0,0.0,13809.0,13809,0.9999999998998006,1.0,1,rebalance_loop
13829,13829,13829,13829.0,0.0,0.0,9.980169598238058,0.0,0.0,13829.0,13829,0.9999999998998013,1.0,1,rebalance_loop
13849,13849,13849,13849.0,0.0,0.0,9.980052050027512,0.0,0.0,13849.0,13849,0.9999999998998002,1.0,1,rebalance_loop
13868,13868,13868,13868.0,0.0,0.0,9.480055806056823,0.0,0.0,13868.0,13868,0.9999999998945154,1.0,1,rebalance_loop
13888,13888,13888,13888.0,0.0,0.0,9.981455685275195,0.0,0.0,13888.0,13888,0.9999999998998143,1.0,1,rebalance_loop
13908,13908,13908,13908.0,0.0,0.0,9.979704171042682,0.0,0.0,13908.0,13908,0.9999999998997966,1.0,1,rebalance_loop
13928,13928,13928,13928.0,0.0,0.0,9.985072279994082,0.0,0.0,13928.0,13928,0.9999999998998504,1.0,1,rebalance_loop
13948,13948,13948,13948.0,0.0,0.0,9.984691962798411,0.0,0.0,13948.0,13948,0.9999999998998467,1.0,1,rebalance_loop
13968,13968,13968,13968.0,0.0,0.0,9.986023199750392,0.0,0.0,13968.0,13968,0.99999999989986,1.0,1,rebalance_loop
13988,13988,13988,13988.0,0.0,0.0,9.969552758678843,0.0,0.0,13988.0,13988,0.9999999998996946,1.0,1,rebalance_loop
14008,14008,14008,14008.0,0.0,0.0,9.979820523771737,0.0,0.0,14008.0,14008,0.9999999998997978,1.0,1,rebalance_loop
14028,14028,14028,14028.0,0.0,0.0,9.97810875017188,0.0,0.0,14028.0,14028,0.9999999998997806,1.0,1,rebalance_loop
14048,14048,14048,14048.0,0.0,0.0,9.978691541958915,0.0,0.0,14048.0,14048,0.9999999998997865,1.0,1,rebalance_loop
14068,14068,14068,14068.0,0.0,0.0,9.978381739885725,0.0,0.0,14068.0,14068,0.9999999998997834,1.0,1,rebalance_loop
14088,14088,14088,14088.0,0.0,0.0,9.980023553908625,0.0,0.0,14088.0,14088,0.9999999998997998,1.0,1,rebalance_loop
14108,14108,14108,14108.0,0.0,0.0,9.977897490124525,0.0,0.0,14108.0,14108,0.9999999998997785,1.0,1,rebalance_loop
14128,14128,14128,14128.0,0.0,0.0,9.986356064456137,0.0,0.0,14128.0,14128,0.9999999998998633,1.0,1,rebalance_loop
14148,14148,14148,14148.0,0.0,0.0,9.979954688959802,0.0,0.0,14148.0,14148,0.9999999998997992,1.0,1,rebalance_loop
